Type,Digits,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,batch_yes_mean,batch_no_mean,calibrated_yes_logprob,calibrated_no_logprob,raw_predicted_answer,raw_is_correct,batchcalib_predicted_answer,batchcalib_is_correct
Arithmetic,2_digit_multiplication,'',Is 15 times 20 equal to 300?,Yes,-5.029815196990967,-4.660827159881592,-5.081401391029358,-4.698490033149719,0.05158619403839104,0.03766287326812723,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 20 minus 51 equal to 906?,No,-5.396200656890869,-4.654709339141846,-5.081401391029358,-4.698490033149719,-0.3147992658615113,0.04378069400787332,No,True,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 4 equal to 6?,Yes,-4.994709491729736,-4.8138108253479,-5.081401391029358,-4.698490033149719,0.08669189929962151,-0.11532079219818137,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 4 times 2 equal to 2?,No,-4.999478340148926,-4.945609092712402,-5.081401391029358,-4.698490033149719,0.08192305088043206,-0.24711905956268332,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 7 plus 7 equal to 72?,No,-4.866778373718262,-4.498056411743164,-5.081401391029358,-4.698490033149719,0.21462301731109612,0.20043362140655496,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 54 times 51 equal to 2754?,Yes,-5.001380920410156,-4.703272342681885,-5.081401391029358,-4.698490033149719,0.08002047061920159,-0.0047823095321657405,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 1 minus 7 equal to -6?,Yes,-5.670491695404053,-5.064085006713867,-5.081401391029358,-4.698490033149719,-0.5890903043746949,-0.36559497356414816,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 47 minus 38 equal to 9?,Yes,-5.09702730178833,-4.54918909072876,-5.081401391029358,-4.698490033149719,-0.01562591075897224,0.14930094242095926,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 7 times 8 equal to 77?,No,-5.08921480178833,-4.726153373718262,-5.081401391029358,-4.698490033149719,-0.007813410758972239,-0.027663340568542694,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 27 minus 13 equal to 93?,No,-5.000555038452148,-4.382010459899902,-5.081401391029358,-4.698490033149719,0.0808463525772094,0.3164795732498167,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 64 minus 25 equal to 67?,No,-5.130575656890869,-4.576584339141846,-5.081401391029358,-4.698490033149719,-0.0491742658615113,0.12190569400787332,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-4.952715873718262,-4.583368301391602,-5.081401391029358,-4.698490033149719,0.12868551731109612,0.11512173175811746,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-5.002712726593018,-4.82176399230957,-5.081401391029358,-4.698490033149719,0.07868866443634026,-0.12327395915985129,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 51 minus 29 equal to 91?,No,-4.721155643463135,-4.290359020233154,-5.081401391029358,-4.698490033149719,0.3602457475662231,0.40813101291656473,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 2 equal to 5?,No,-5.167178153991699,-4.734092712402344,-5.081401391029358,-4.698490033149719,-0.08577676296234138,-0.035602679252624725,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 10?,Yes,-5.043581962585449,-4.611961841583252,-5.081401391029358,-4.698490033149719,0.03781942844390862,0.08652819156646707,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 4 times 6 equal to 24?,Yes,-4.789254665374756,-4.610836505889893,-5.081401391029358,-4.698490033149719,0.292146725654602,0.08765352725982645,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 48 plus 96 equal to 144?,Yes,-4.9416279792785645,-4.44762659072876,-5.081401391029358,-4.698490033149719,0.13977341175079339,0.25086344242095926,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 41 minus 45 equal to 94?,No,-4.8724751472473145,-4.317743301391602,-5.081401391029358,-4.698490033149719,0.20892624378204339,0.38074673175811746,No,True,No,True
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 56?,No,-4.775022506713867,-4.656805038452148,-5.081401391029358,-4.698490033149719,0.30637888431549065,0.04168499469757059,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 7 minus 3 equal to 4?,Yes,-5.226859092712402,-4.735752105712891,-5.081401391029358,-4.698490033149719,-0.1454577016830445,-0.0372620725631716,No,False,No,False
Arithmetic,2_digit_addition,'',Is 26 plus 85 equal to 331?,No,-4.9075608253479,-4.4771904945373535,-5.081401391029358,-4.698490033149719,0.17384056568145745,0.2212995386123655,No,True,No,True
Arithmetic,2_digit_addition,'',Is 71 plus 34 equal to 352?,No,-4.735960006713867,-4.432803153991699,-5.081401391029358,-4.698490033149719,0.34544138431549065,0.2656868791580198,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 8 minus 8 equal to 0?,Yes,-5.239665985107422,-4.5638108253479,-5.081401391029358,-4.698490033149719,-0.15826459407806404,0.13467920780181863,No,False,No,False
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,-4.888125419616699,-4.766921520233154,-5.081401391029358,-4.698490033149719,0.19327597141265862,-0.06843148708343527,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 7 equal to 88?,No,-5.039617538452148,-4.483019828796387,-5.081401391029358,-4.698490033149719,0.0417838525772094,0.2154702043533323,No,True,No,True
Arithmetic,2_digit_addition,'',Is 13 plus 36 equal to 31?,No,-4.866778373718262,-4.498056411743164,-5.081401391029358,-4.698490033149719,0.21462301731109612,0.20043362140655496,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 0?,Yes,-4.905860900878906,-4.790647506713867,-5.081401391029358,-4.698490033149719,0.1755404901504516,-0.09215747356414816,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 0 equal to 0?,Yes,-5.430219650268555,-4.889241695404053,-5.081401391029358,-4.698490033149719,-0.34881825923919685,-0.1907516622543337,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 18?,Yes,-4.902445793151856,-4.846155643463135,-5.081401391029358,-4.698490033149719,0.17895559787750148,-0.14766561031341574,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to -1?,Yes,-5.695844650268555,-5.09703540802002,-5.081401391029358,-4.698490033149719,-0.6144432592391968,-0.3985453748703014,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 11 minus 72 equal to 552?,No,-5.2775654792785645,-4.660827159881592,-5.081401391029358,-4.698490033149719,-0.19616408824920661,0.03766287326812723,No,True,No,True
Arithmetic,2_digit_addition,'',Is 78 plus 53 equal to 659?,No,-5.110874652862549,-4.6849751472473145,-5.081401391029358,-4.698490033149719,-0.02947326183319099,0.013514885902404572,No,True,No,True
Arithmetic,2_digit_addition,'',Is 66 plus 58 equal to 124?,Yes,-4.914254665374756,-4.424990653991699,-5.081401391029358,-4.698490033149719,0.16714672565460198,0.2734993791580198,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 2 equal to 7?,Yes,-5.254519462585449,-4.698450088500977,-5.081401391029358,-4.698490033149719,-0.17311807155609138,3.994464874246262e-05,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 0 times 4 equal to 0?,Yes,-5.316341876983643,-5.078657150268555,-5.081401391029358,-4.698490033149719,-0.23494048595428474,-0.38016711711883566,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 0 times 2 equal to 4?,No,-5.065546035766602,-5.196477890014648,-5.081401391029358,-4.698490033149719,0.015855355262756277,-0.4979878568649294,Yes,False,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,-4.931149005889893,-4.373056411743164,-5.081401391029358,-4.698490033149719,0.15025238513946526,0.32543362140655496,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 8 equal to -4?,Yes,-5.477504253387451,-4.803043365478516,-5.081401391029358,-4.698490033149719,-0.39610286235809333,-0.1045533323287966,No,False,No,False
Arithmetic,2_digit_addition,'',Is 29 plus 68 equal to 87?,No,-4.509274005889893,-4.264269828796387,-5.081401391029358,-4.698490033149719,0.5721273851394653,0.4342202043533323,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 84 times 36 equal to 7062?,No,-5.366523742675781,-5.138332843780518,-5.081401391029358,-4.698490033149719,-0.2851223516464234,-0.43984281063079855,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,-5.080530643463135,-4.773354530334473,-5.081401391029358,-4.698490033149719,0.0008707475662230735,-0.07486449718475363,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 37 times 48 equal to 1776?,Yes,-5.122604370117188,-4.701690196990967,-5.081401391029358,-4.698490033149719,-0.04120297908783055,-0.0032001638412477718,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 6 equal to -2?,Yes,-5.73765230178833,-4.938055038452148,-5.081401391029358,-4.698490033149719,-0.6562509107589722,-0.2395650053024294,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 97 minus 66 equal to 31?,Yes,-4.901333332061768,-4.410827159881592,-5.081401391029358,-4.698490033149719,0.18006805896759026,0.28766287326812723,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 0 equal to 1?,Yes,-5.345130920410156,-4.981969356536865,-5.081401391029358,-4.698490033149719,-0.2637295293807984,-0.2834793233871462,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 3 equal to 5?,Yes,-5.204710006713867,-4.714053153991699,-5.081401391029358,-4.698490033149719,-0.12330861568450935,-0.015563120841980194,No,False,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.918639659881592,-4.297081470489502,-5.081401391029358,-4.698490033149719,0.16276173114776604,0.40140856266021707,No,True,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-5.173883438110352,-4.871968746185303,-5.081401391029358,-4.698490033149719,-0.09248204708099372,-0.1734787130355837,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 6 minus 4 equal to 8?,No,-5.252405643463135,-4.759737491607666,-5.081401391029358,-4.698490033149719,-0.17100425243377693,-0.06124745845794699,No,True,No,True
Arithmetic,2_digit_addition,'',Is 86 plus 78 equal to 164?,Yes,-4.804879665374756,-4.43981409072876,-5.081401391029358,-4.698490033149719,0.276521725654602,0.25867594242095926,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 95 times 18 equal to 1710?,Yes,-5.309637069702148,-4.759274005889893,-5.081401391029358,-4.698490033149719,-0.2282356786727906,-0.06078397274017355,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 5 minus 9 equal to -4?,Yes,-5.496195793151856,-4.818668365478516,-5.081401391029358,-4.698490033149719,-0.4147944021224985,-0.1201783323287966,No,False,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 1?,Yes,-5.118129253387451,-4.997594356536865,-5.081401391029358,-4.698490033149719,-0.03672786235809333,-0.2991043233871462,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 88 times 44 equal to 3872?,Yes,-5.158927440643311,-4.738563060760498,-5.081401391029358,-4.698490033149719,-0.0775260496139536,-0.04007302761077902,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 7 minus 4 equal to 3?,Yes,-5.338459491729736,-4.786562919616699,-5.081401391029358,-4.698490033149719,-0.2570581007003785,-0.0880728864669802,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 45 minus 45 equal to 0?,Yes,-4.974040985107422,-4.420784950256348,-5.081401391029358,-4.698490033149719,0.10736040592193596,0.27770508289337137,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 61 times 49 equal to 2989?,Yes,-4.861014366149902,-4.500296592712402,-5.081401391029358,-4.698490033149719,0.2203870248794555,0.19819344043731668,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 87 times 84 equal to 5834?,No,-5.041070938110352,-4.813441753387451,-5.081401391029358,-4.698490033149719,0.04033045291900628,-0.11495172023773215,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 6 equal to -5?,Yes,-5.700093746185303,-5.091344356536865,-5.081401391029358,-4.698490033149719,-0.6186923551559449,-0.3928543233871462,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 2 minus 4 equal to -2?,Yes,-5.819828510284424,-5.210006237030029,-5.081401391029358,-4.698490033149719,-0.738427119255066,-0.5115162038803103,No,False,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 9?,Yes,-4.922067165374756,-4.678252696990967,-5.081401391029358,-4.698490033149719,0.15933422565460198,0.020237336158752228,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to 90?,No,-4.78977632522583,-4.293662071228027,-5.081401391029358,-4.698490033149719,0.29162506580352776,0.4048279619216917,No,True,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,-5.126585006713867,-4.757403373718262,-5.081401391029358,-4.698490033149719,-0.04518361568450935,-0.058913340568542694,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 9?,Yes,-4.932093143463135,-4.438796520233154,-5.081401391029358,-4.698490033149719,0.14930824756622307,0.25969351291656473,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 75 minus 70 equal to 5?,Yes,-5.321812152862549,-4.8322529792785645,-5.081401391029358,-4.698490033149719,-0.240410761833191,-0.13376294612884543,No,False,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-4.893146991729736,-4.586084842681885,-5.081401391029358,-4.698490033149719,0.1882543992996215,0.11240519046783426,No,True,Yes,False
